Startup,URL,Business Description,Funding Stage,Total funding (US$),Opportunity Space,Maturity,Founded,Location,City,Global,Client Served,Business Line
Cenntro Automotive,http://www.cenntroauto.com,Compact utility electric vehicle,Funded,,x,Nascent,2014,USA,"Sparks, Hangzhou",Global,Commercial and Industrial (C&I) ,EV for commercial use
Gi FlyBike,http://giflybike.com/,Folding electric bicycle,Seed,"1,100,000",x,Nascent,2014,Argentina,Cordoba,Global,End consumers,E Mobility
FDG Electric Vehicles,http://www.fdgev.com/cn,Commercial electric vehicle manufacturer,Public,,x,Mature,1990,China,Hong Kong,Global,Commercial and Industrial (C&I) ,EV for commercial use
Eram Scientific Solutions,https://eramscientific.com/,Electronic automated public toilets,Funded,,x,Nascent,2008,India,Thiruvananthapuram,Global,End consumers,Waste Management
Kritsnam Technologies,http://www.kritsnam.in,IOT-based solutions for water monitoring and management,Seed,"70,119",x,Nascent,2015,India,Kanpur,Global,End consumers,Water Management
Amster Tec,https://amstertec.com,Waste collection and processing solutions,Funded,,x,Nascent,2017,India,Bangalore,Global,City councils ,Waste Management
Taihua Smart Industry Group,http://www.telchina.com.cn,Smart infrastructure monitoring solution provider,Funded,,Smart Cities,Nascent,2002,China,Jinan,Global,Real Estate Developers ,Smart Building Management
Touchless,https://touchless.my,Provider of smart parking solutions,Funded,,Energy Analytics,Nascent,2017,Malaysia,Cyberjaya,Global,End consumers,IOT Devices
CivilCops,https://www.civilcops.com,Offers AI based social issues reporting tool for citizens,Series A,"17,301",Telemedicine,Nascent,2018,India,Delhi,Global,City councils ,Chatbot
Whale Cloud Technology,https://www.iwhalecloud.com,"Develops solutions for smart city, telecommunication, and other industrial sectors",Funded,,Data Collection,Nascent,2003,China,Nanjing,Global,Commercial and Industrial (C&I) ,Data Software Infrastructure
Trust&Far,http://www.trustfar.cn,ITOM suite solutions provider,Public,,Data Centres,Mature,2004,China,Beijing,Global,Commercial and Industrial (C&I) ,Data Centres
Sensfix,https://sensfix.com/,IoT-enabled location-based service for repairs and maintenance of smart city assets,Seed,,x,Nascent,2016,India,"Cologne, Mysore",Global,Commercial and Industrial (C&I) ,Oil Maintenance
Ambee,https://getambee.com,Portable pocket device and air purifier for monitoring air pollution,Seed,"1,182,598",Data Analytics,Nascent,2016,India,Bangalore,Global,Commercial and Industrial (C&I) ,Data Analytics
Jiangsu Sanling Wisdom,http://www.slicity.com,End-to-end monitoring solutions for smart cities application,Funded,,Data Analytics,Nascent,2001,China,Nanjing,Global,Commercial and Industrial (C&I) ,Data Analytics
Valerann,https://www.valerann.com,"Develops a sensor package for replacing traditional reflective road studs, and an associated data platform",Seed,"5,000,000",Smart Cities,Nascent,2014,Israel,Tel Aviv-Yafo,Global,City councils ,Traffic Management
NoTraffic,https://notraffic.tech/,Smart traffic management solution,Seed,"3,200,000",Smart Cities,Nascent,2016,Israel,Tel Aviv-Yafo,Global,City councils ,Traffic Management
Ushahidi,https://www.ushahidi.com,Crowdsourcing crisis information,Funded,,Data Analytics,Nascent,2008,Kenya,Nairobi,African,End consumers,Data Analytics
Evigilo,https://www.evigilo.net,Mass-Notification and Alert multi-channel solutions,Series A,"3,000,000",Data Analytics,Emerging,2007,Israel,Netanya,Global,City councils ,Data Analytics
Green Vision Systems,http://www.greenvs.com,End-to-end pollution monitoring provider,Series A,"5,400,000",x,Emerging,1996,Israel,Tel Aviv-Yafo,Global,Utilities ,Water Management
NowForce,http://www.nowforce.com,Cloud-based incident reporting and emergency response tool,Series B,"8,500,000",Data Collection,Emerging,2009,Israel,Jerusalem,Global,Commercial and Industrial (C&I) ,Data Collection
BreezoMeter,https://breezometer.com/,Real-time air quality tracking platform,Series B,"13,150,000",x,Nascent,2014,Israel,Haifa,Global,End consumers,Air Quality Monitoring
Nym,https://nym.health/,Provider of clinical coding platform for revenue cycle management,Seed,"6,000,000",Data Analytics,Nascent,2017,Israel,Tel Aviv-Yafo,Global,Health care workers,Data Analytics
MediLOT,https://medilot.com,Blockchain-based electronic health records,Seed,,Digitising Health Data,Nascent,2018,Singapore,Singapore,Global,Health care workers,Patient Data
See-Mode Technologies,https://www.see-mode.com,Provider of AI-based platform for stroke prediction,Seed,"1,000,000",Telemedicine,Nascent,2017,Singapore,Singapore,Global,Health care workers,AI-Assisted Diagnosis
MaxQ-AI,https://www.maxq.ai,AI-based solution that provides decision support to healthcare professionals,Series A,"7,724,000",Telemedicine,Nascent,2013,Israel,Tel Aviv-Yafo,Global,Health care workers,AI-Assisted Diagnosis
Qritive,https://www.qritive.com,AI-based oncology diagnostic solution based on microscopic images & patient data,Funded,,Telemedicine,Nascent,2017,Singapore,Singapore,Global,Health care workers,AI-Assisted Diagnosis
Airdoc,https://www.airdoc.com,Offers decision support solutions,Series B,,Telemedicine,Nascent,2015,China,Beijing,Global,Health care workers,AI-Assisted Diagnosis
CLEW Medical,https://clewmed.com/,Predictive analytics for ICU care,Series B,"20,500,000",Telemedicine,Nascent,2014,Israel,Netanya,Global,Health care workers,AI-Assisted Diagnosis
Health Vectors,https://www.healthvectors.in,Online platform for measuring and improving patient's health,Seed,"530,328",Digitising Health Data,Nascent,2011,India,Bangalore,Global,Health care workers,Patient Data
Surgeri,https://www.surgeri.in,Surgical data management & analytics platform for surgeons & researchers,Seed,,Smart Hospitals,Nascent,2016,India,Pune,Global,Health care workers,Patient Management System
MEDP.ai,http://www.medp.ai,AI based medical imaging diagnostic system,Series A,,Telemedicine,Nascent,2016,China,Beijing,Global,Health care workers,AI-Assisted Diagnosis
Dr CADx,https://www.drcadx.com/,Developer of medical image diagnosis solution using deep neural network,Seed,"25,000",Telemedicine,Nascent,2016,Zimbabwe,Bulawayo,African,Health care workers,AI-Assisted Diagnosis
DiA Imaging Analysis,https://www.dia-analysis.com,Automated imagning analysis tools,Series A,"2,592,132",Telemedicine,Emerging,2009,Israel,Beersheba,Global,Health care workers,AI-Assisted Diagnosis
Qure.ai,http://www.qure.ai,AI-based decision support tool for diagnostic images,Series A,"28,922,010",Telemedicine,Nascent,2016,India,Mumbai,Global,Health care workers,AI-Assisted Diagnosis
Tricog,https://www.tricog.com,Online platform connecting heart patients & doctors and provider of ECG devices to doctors,Series B,"17,500,000",Telemedicine,Nascent,2015,India,Bangalore,Global,Health care workers,AI-Assisted Diagnosis
Healthy.io,https://healthy.io/,Home based urine analysis using smartphone,Series C,"93,000,000",Telemedicine,Emerging,2013,Israel,Tel Aviv-Yafo,Global,End consumers,Mobile Health Info
Medorion,https://www.medorion.com,Population health management platform for better adherence,Funded,,Smart Hospitals,Nascent,2015,Israel,Tel Aviv-Yafo,Global,Health care workers,Patient Management System
Predible Health,http://prediblehealth.com/,Deep Leaning startup to help physicians with data-driven clinical insights,Series A,"343,191",Telemedicine,Nascent,2015,India,Bangalore,Global,Health care workers,AI-Assisted Diagnosis
THB,https://www.thb.co.in,Analytics and clinical decision support platform for healthcare.,Seed,"4,403,185",Digitising Health Data,Nascent,2015,India,Gurgaon,Global,Health care workers,Patient Data
Cogniant,https://www.cogniant.co,Big data enabled clinical decision support system,Funded,,Smart Hospitals,Nascent,2015,Singapore,Singapore,Global,Health care workers,Patient Management System
EarlySense,https://www.earlysense.com,Contact free patient monitoring solution,Series H,"139,000,000",Smart Hospitals,Mature,2004,Israel,"Woburn
 Ramat Gan",Global,Health care workers,Patient Monitoring
Algosurg,https://algosurg.com,"Technology solution for surgeries using advanced computing methods, enhanced visualisation and automation",Seed,"120,000",Telemedicine,Nascent,2016,India,Mumbai,Global,Health care workers,Surgery Automation
Percans Oncology,http://www.zkbymed.com,Personalized treatment planning and services for cancer patients,Series B,"3,900,000",x,Nascent,2012,China,Beijing,Global,Health care workers,Health R&D
Rensource,https://www.rensource.energy/,Membership based solar power system,Series A,"20,000,000",Renewables Transition,Nascent,2015,Nigeria,Lagos,African,Small and Medium Enterprises (SMEs) ,C&I solar
Lumos Global,https://www.lumos-global.com/,Solar energy sysem using mobile money,Series A,"40,000,000",Renewables Transition,Nascent,2013,Nigeria,Lagos,African,End consumers,Solar PAYG
MainOne,https://www.mainone.net/,wholesale connectivity and data center services to telcom service providers,Series A,"30,000,000",Data Centres,Emerging,2007,Nigeria,Lagos,African,Commercial and Industrial (C&I) ,Data Centres
Arnergy,https://arnergy.com/,Provider of pay-as-you-go solar power solutions,Series A,"9,000,000",Renewables Transition,Nascent,2013,Nigeria,Lagos,African,Commercial and Industrial (C&I) ,C&I solar
KarmSolar,https://karmsolar.com/,Solar pumping system provider,Series B,"25,000,000",Renewables Transition,Nascent,2011,Egypt,Cairo,African,Commercial and Industrial (C&I) ,C&I solar
ElectaSolar,http://www.electasolar.com/,Hybrid energy systems development,Undisclosed,,Renewables Transition,Nascent,2016,Egypt,Cairo,African,End consumers,Solar power plant
Intersolar Egypt,http://ise-eg.com/en/index,Localisation of renewable energy in Egypt,Undisclosed,,Renewables Transition,Nascent,2011,Egypt,Cairo,African,Commercial and Industrial (C&I) ,C&I solar
Carbon Holdings,https://www.carbonholdings.com/,Petrochemical and process industrial plant company,Acquired,"25,000,000",x,Mature,2007,Egypt,Cairo,African,Manufacturers,Petroleum products
Equinox International,http://www.equinoxme.com/,Data center design services in Middle east,Acquired,,Data Centres,Mature,2005,Egypt,Cairo,African,Commercial and Industrial (C&I) ,Data Centres
Avid Beam,https://www.avidbeam.com/,Video Big data Analytics,Series A,,Smart Cities,Nascent,2014,Egypt,Cairo,African,City councils ,Visual Analytics
Tomakti,https://tomatiki.com/,Develops and offers IoT based farm management solutions,Seed,,Energy Analytics,Nascent,2013,Egypt,Cairo,African,Farmers,IOT Devices
Si-Vision,https://www.si-vision.com/,Wireless and RF IP solutions,Acquired,,Energy Analytics,Mature,2007,Egypt,Cairo,African,End consumers,IOT Devices
Phoenix Power 1,https://www.phoenixpower1.com/,Solar power production project,Undisclosed,,Renewables Transition,Nascent,2016,Egypt,Cairo,African,Utilities ,Solar power plant
Tagaddod,https://www.tagaddod.com/,Manufactures biodiesel from used vegetable oil,Undisclosed,,Renewables Transition,Nascent,2013,Egypt,Cairo,African,End consumers,Waste-to-Energy
SolarizEgypt,https://www.solarizegypt.com/,Unlocking Egypt's unrealized solar potential,Undisclosed,,Renewables Transition,Nascent,2013,Egypt,Cairo,African,Commercial and Industrial (C&I) ,C&I solar
Cairo Solar,https://www.cairo-solar.com/,Full scale solar energy project developer,Undisclosed,,Renewables Transition,Nascent,2014,Egypt,Cairo,African,Commercial and Industrial (C&I) ,C&I solar
Infinity Solar,http://www.infinitysolar.com/,Developer of solar energy projects,Undisclosed,,Renewables Transition,Nascent,2014,Egypt,Cairo,African,Utilities ,C&I solar
Revolta,https://revoltaegypt.com/,Electric vehicle charging network,Undisclosed,,x,Nascent,2016,Egypt,Cairo,African,End consumers,EV Charging
Nile Solar,https://www.nilesolar.com/,Developer of solar energy projects,Undisclosed,,Renewables Transition,Nascent,2013,Egypt,Cairo,African,Manufacturers,C&I solar
IAIAuto,http://www.iaiauto.com/en,Intelligent business automation software,Undisclosed,,Data Analytics,Nascent,2018,Egypt,Cairo,African,Commercial and Industrial (C&I) ,Data Analytics
BioEnergy,https://www.bioenergyegy.com/en,Producer of biosolids,Undisclosed,,Renewables Transition,Nascent,2012,Egypt,Cairo,African,Manufacturers,Waste-to-Energy
Mados ,https://www.mados-middleeast.com/,Provider of solar enabled smart benches,Undisclosed,,x,Nascent,1993,Egypt,Cairo,African,Commercial and Industrial (C&I) ,Off-grid solar solution
Smart X Way,https://smartxway.com/,Supplier of solar and control systems for residential and industrial applications,Undisclosed,,x,Nascent,2019,Egypt,Cairo,African,End consumers,Solar power generation
Agec,https://agec-eg.com/,"Supplier of batteries,process control and solar energy products",Undisclosed,,x,Nascent,2014,Egypt,Cairo,African,Manufacturers,Solar Electrical Components
Ras Ghareb Wind Energy,http://rgwe.co/en/home/,Independent wind power producer,Undisclosed,,x,Nascent,2017,Egypt,Cairo,African,End consumers,Wind power generation
Africa Power,https://www.africapower-eg.com/,"Distributor of batteries, grid systems, wind turbines solar panels and heaters",Undisclosed,,x,Nascent,2018,Egypt,Cairo,African,End consumers,Solar Electrical Components
EGreen,https://www.egreen-eg.com/,Manufacturer of solar powered products,Undisclosed,,x,Nascent,2010,Egypt,Cairo,African,Utilities ,Solar power generation
OVH Energy,https://www.ovhenergy.com/,Refined petroleum products marketing and distribution company,Series A,"210,000,000",x,Nascent,2014,Nigeria,Lagos,African,Commercial and Industrial (C&I) ,Petroleum products
Tizeti,https://www.tizeti.com/,Wireless internet services provider,Series A,"7,450,000",Data Collection,Nascent,2012,Nigeria,Lagos,African,End consumers,Connectivity
Steama,https://steama.co/,"SteamaCo installs meters to monitor energy and gives user live data and remote control of assets, on the internet, on phone, from anywhere with GSM signals. They install solutions in off Grid areas without Wifi signals and frequent power cuts. Their bitHarvester smart meters monitor and control industrial hardware and relay information to SteamaCo’s cloud software, SteamaCo software processes mobile payments and manages any number of installations through a unified online interface. They currently automate power and water supply at 23 sites in three countries and across four mobile networks. Clients include E.ON, Vulcan etc.",Series B,"8,820,000",Energy Analytics,Emerging,2010,England,Manchester,African,Utilities ,Energy Analytics
Sparkmeter,https://www.sparkmeter.io/,"SparkMeter sells low cost smart meters to utilities serving low-income electricity customers in developing countries. The SparkMeter microgrid metering system enables utilities to implement pre-payment as well as real-time monitoring and control on microgrids and central grids. Their solutions consists of four hardware components - Gateway (GW), centrally located, the gateway acts as network controller and data backhaul to the cloud, Signal Forwarders (SF), mounted at the tops of utility poles to enable communication between gateway and meters, Smart Sensors (SS), transmit power flow and state variable measurements, Smart Meters (SM), measure and actuate customer loads and communicate bi-directionally with gateway.",Series A,"11,100,000",Energy Efficiency,Nascent,2013,USA,Washington,African,City councils ,smart meters
Elsewedyemg,http://www.elsewedyemg.com/index.htm,A market leader in providing state of the art Metering solutions and Energy Management,Undisclosed,,Energy Analytics,Nascent,2014,Egypt,Cairo,African,Commercial and Industrial (C&I) ,Energy monitoring systems for households
M Kopa,http://www.m-kopa.com/,Offers solar systems on pay-as-you-go basis,Series D,"118,000,000",Renewables Transition,Emerging,2011,Kenya,Nairobi,African,End consumers,Solar PAYG
Sokowatch,https://www.sokowatch.com/,Data-driven consumer goods distribution and inventory tracking platform,Series A,"26,900,000",Data Collection,Nascent,2013,Kenya,Nairobi,African,Retailers,Retail Data
Lake Turkana Wind Power,https://ltwp.co.ke/,Wind power producing project,Series A,"841,000,000",x,Emerging,2006,Kenya,Nairobi,African,City councils ,Wind power generation
Sanergy,http://www.sanergy.com/,"Waste collection, composting & disposal company",Series A,"8,480,000",Renewables Transition,Emerging,2009,Kenya,Nairobi,African,City councils ,Waste-to-Energy
Superfluid Labs,https://www.superfluid.io/,AI-based customer data intelligence platform,Seed,,Data Collection,Nascent,2015,Kenya,Nairobi,African,Financial institutions ,Data Software Infrastructure
Icolo,https://www.icolo.io/,"Designs, builds and operates carrier-neutral data centres.",Acquired,,Data Centres,Emerging,2015,Kenya,Nairobi,African,Financial institutions ,Data Centres
HydroIQ,https://www.hydroiq.africa/,Developer of water monitoring system for residential users and utilities,Undisclosed,,x,Nascent,2017,Kenya,Nairobi,African,End consumers,Smart water meter
Aquavita,https://aquavitallc.com/,Provider of water purification systems,Undisclosed,,x,Nascent,2014,Kenya,Nairobi,African,Small and Medium Enterprises (SMEs) ,Clean Water
FarmDrive,https://farmdrive.co.ke/,Credit risk assessment of farmers using mobile phone data,Seed,,Data Collection,Nascent,2014,Kenya,Nairobi,African,Farmers,Credit Data
M3Route,https://www.ma3route.com/,Crowdsourced traffic & transit data,Seed,"25,000",Data Collection,Nascent,2012,Kenya,Nairobi,African,End consumers,Data Collection
CarePay,https://www.carepay.co.ke/,Mobile wallet for healthcare payments,Undisclosed,,x,Nascent,2014,Kenya,Nairobi,African,End consumers,Health Care Affordability
EcoPost,http://www.ecopost.co.ke/,Bioplastic from recycled waste,Seed,,x,Nascent,2009,Kenya,Nairobi,African,End consumers,Circular Energy
Akiira Geothermal,http://www.akiiraone.com/,Geothermal Energy based power plant developers,Series A,"42,000,000",Renewables Transition,Nascent,2014,Kenya,Nairobi,African,Utilities ,Geothermal power plant 
Futurepump,https://futurepump.com/,Solar powered irrigation pumps,Undisclosed,,Renewables Transition,Nascent,2012,Kenya,Nairobi,African,Farmers,Solar productive use
Solarise Africa,https://www.solariseafrica.com/,Provider of solar financing and leasing solutions,Series A,,Renewables Transition,Nascent,2017,Kenya,Nairobi,African,Small and Medium Enterprises (SMEs) ,Energy Financing
Solar Freeze,https://www.solarfreeze.co.ke/,Develops and offers solar-powered cold storage solutions,Undisclosed,,Renewables Transition,Nascent,2016,Kenya,Nairobi,African,Farmers,Solar productive use
Collabmed,https://www.collabmed.com/,Solutions for interconnected healthcare systems.,Seed,"75,000",Smart Hospitals,Nascent,2009,Kenya,Nairobi,African,Health care workers,Health Care Information Management
Ona,https://ona.io/home/,Field data collection tool,Undisclosed,,Data Collection,Nascent,2013,Kenya,Nairobi,African,City councils ,Data Collection
Olsuswa Energy,https://olsuswaenergy.com/,Geothermal power production company,Undisclosed,,Renewables Transition,Nascent,2009,Kenya,Nairobi,African,Utilities ,Geothermal power plant 
Impact Water,https://www.impactwater.co/,Drinking water treatment products developer,Undisclosed,,x,Nascent,2014,Kenya,Nairobi,African,City councils ,Clean Water
Medbit Kenya,https://medbit.co.ke/,Online appointment booking and healthcare listing platform,Undisclosed,,Telemedicine,Nascent,2016,Kenya,Nairobi,African,End consumers,Online Health consultations
Kipeto Energy,https://kipetoenergy.co.ke/,Power producer in the wind energy sector,Acquired,,x,Mature,2009,Kenya,Nairobi,African,Utilities ,Wind power generation
Match Electrinical,https://www.matchelectricals.co.ke/,Electrical projects development company,Seed,,x,Nascent,1997,Kenya,Nairobi,African,Commercial and Industrial (C&I) ,Solar EPC
Plexus,https://www.plexus-energy.co.ke/,Retailer of solar powered products,Undisclosed,,x,Nascent,2012,Kenya,Nairobi,African,Commercial and Industrial (C&I) ,Solar Electrical Components
Hoji,https://www.hoji.co.ke/,Data collection and management for healthcare providers and researchers,Undisclosed,,Data Collection,Nascent,2014,Kenya,Nairobi,African,Commercial and Industrial (C&I) ,Data Collection
Eenovators,https://eenovators.com/,Provider of energy efficient turn-key and auditing services,Undisclosed,,Renewables Transition,Nascent,2011,Kenya,Nairobi,African,Commercial and Industrial (C&I) ,Training
ABM Kenya,https://www.abmeastafrica.com/,Lead-Acid battery and solar panel manufacturer,Series A,"7,600,000",x,Emerging,1963,Kenya,Nairobi,African,Retailers,Battery manufacturing
BCG group,https://bcs-ea.com/,Provides data and cloud services to mobile operators,Seed,,Data Collection,Nascent,2010,Kenya,Nairobi,African,Commercial and Industrial (C&I) ,Connectivity
Solharnes Energy,https://www.solharnes-energy.com/,Developer of solar microgrids,Undisclosed,,x,Nascent,2017,Kenya,Nairobi,African,Utilities ,Micro Grids 
Tahoe Solar,http://tahoesolar.co.ke/,Solar systems installer and service provider on a distributed scale,Undisclosed,,x,Nascent,2014,Kenya,Nairobi,African,End consumers,Solar EPC
Maji Milele,https://www.water-forever.com/,Water and wastewater treatment company,Undisclosed,,x,Nascent,2014,Kenya,Nairobi,African,City councils ,Water Kiosks
Microclinic Tech,http://www.microclinictech.com/,Health systems management solution for Africa,Undisclosed,,Smart Hospitals,Nascent,2012,Kenya,Nairobi,African,Health care workers,Health Care Information Management
Ukall Apps,https://www.ukallapps.com/,Data collection software provider for multiple industries,Undisclosed,,Data Collection,Nascent,2019,Kenya,Nairobi,African,Commercial and Industrial (C&I) ,Data Collection
Grafica,https://grafica.io/,Data analytics for solar financing,Undisclosed,,Energy Analytics,Nascent,2015,Kenya,Nairobi,African,Utilities ,Energy Analytics
Agri-Getter,https://www.agri-getter.com/,Data & analytics solutions provider for agricultural businesses,Undisclosed,,Data Collection,Nascent,2018,Kenya,Nairobi,African,Farmers,Data Collection
Syve,https://www.syve.co.ke/,Data-centric fleet management system,Undisclosed,,x,Nascent,2019,Kenya,Nairobi,African,Small and Medium Enterprises (SMEs) ,Fleet management
Equater Energy,https://www.equatorenergy.net/,Solar installation and net metering solutions provider,Undisclosed,,Renewables Transition,Nascent,2007,Kenya,Nairobi,African,Commercial and Industrial (C&I) ,C&I solar
Kilowatt Power,https://kilowattpower.com/,Provider of energy storage and management solutions,Undisclosed,,Renewables Transition,Nascent,2016,Kenya,Nairobi,African,Small and Medium Enterprises (SMEs) ,Energy storage 
Arus Energy,http://www.arusenergy.com/,Geothermal based heat and power producer,Undisclosed,,Renewables Transition,Nascent,2016,Kenya,Nairobi,African,Utilities ,Geothermal power plant 
Fine Mercury East Africa,http://www.finemercuryeastafrica.com/,Solar system solutions provider,Undisclosed,,Renewables Transition,Nascent,1998,Kenya,Nairobi,African,Small and Medium Enterprises (SMEs) ,Solar productive use
Afrigen Energy,https://www.afrigenenergy.com/,Renewable energy focused IPP,Undisclosed,,x,Nascent,2008,Kenya,Nairobi,African,Utilities ,Solar power generation
African Solar Power Systems,http://www.africansolar.co.ke/,Supplier and installer of solar power systems,Undisclosed,,x,Nascent,2010,Kenya,Nairobi,African,End consumers,Solar Electrical Components
Pima Smart,https://pimasmart.com/,Energy consumption monitoring solution provider,Undisclosed,,Energy Analytics,Nascent,2018,Kenya,Nairobi,African,Commercial and Industrial (C&I) ,Energy Analytics
PowerPoint System,http://www.powerpointafrica.com/,Solar installation & solar O&M service provider company,Undisclosed,,x,Nascent,2002,Kenya,Nairobi,African,End consumers,Solar Electrical Components
Yellow Energy Initiative,https://yei-africa.org/,Developer of wind energy projects,Undisclosed,,x,Nascent,2017,Kenya,Nairobi,African,Utilities ,Wind power generation
Mobisol Kenya,https://www.mobisolkenya.co.ke/,Solar installation company,Undisclosed,,Renewables Transition,Nascent,2016,Kenya,Nairobi,African,End consumers,Solar PAYG
RESOL,https://resol.co.ke/,Provider of solar EPC services,Undisclosed,,x,Nascent,2014,Kenya,Nairobi,African,Commercial and Industrial (C&I) ,Solar EPC
Teraco,https://www.teraco.co.za/,Vendor Neutral Data Center Infrastructure in South Africa,Acquired,"28,000,000",Data Centres,Mature,2007,South Africa,Johannesburg,African,Commercial and Industrial (C&I) ,Data Centres
MineRP,https://www.minerp.com/,Data management platform for the mining industry,Acquired,,Data Collection,Mature,1997,South Africa,Johannesburg,African,Commercial and Industrial (C&I) ,Data Collection
Praekelt,https://www.praekelt.org/,Developer of healthcare mobile solutions,Undisclosed,,Telemedicine,Nascent,2007,South Africa,Johannesburg,African,End consumers,Mobile Health Info
Emerge ML,https://www.emergeml.com/,Data analytics platform for the financial industry,Seed,,Data Analytics,Nascent,2012,South Africa,Johannesburg,African,Financial institutions ,Data Analytics
BrightBlack,http://brightblack.co.za/,Solar Power project developers for commercial clients,Seed,,Renewables Transition,Nascent,2003,South Africa,Johannesburg,African,Real Estate Developers ,C&I solar
Prime Cure,https://www.primecure.co.za/,"Provider of health care services to medical schemes, insurers and employer groups",Undisclosed,,Telemedicine,Nascent,1999,South Africa,Johannesburg,African,Commercial and Industrial (C&I) ,Integrated Healthcare 
Segen Solar,https://segensolar.co.za/,Solar PV systems wholesaler and distributor,Undisclosed,,x,Nascent,2015,South Africa,Johannesburg,African,Small and Medium Enterprises (SMEs) ,Solar panel manufacturer 
HealthCloud,https://www.healthcloudsa.com/,Practice management platform for healthcare providers,Undisclosed,,Digitising Health Data,Nascent,2016,South Africa,Johannesburg,African,Health care workers,EHR
Africa Data Centres,https://www.africadatacentres.com/,Provider of data center colocation services,Undisclosed,,Data Centres,Nascent,2017,South Africa,Johannesburg,African,Commercial and Industrial (C&I) ,Data Centres
Smart Intergrattion,https://smartintegration.co.za/,Data centres and ICT infrastructure solutions,Acquired,,Data Centres,Mature,2004,South Africa,Johannesburg,African,Commercial and Industrial (C&I) ,Data Centres
Vimosure,https://www.vimosure.com/,AI based platform for data and monitoring solution,Undisclosed,,Data Analytics,Nascent,2019,South Africa,Johannesburg,African,Commercial and Industrial (C&I) ,Data Analytics
Open Range Solar,https://www.orsolar.co.za/,"Offers solar kits, and UPS",Undisclosed,,x,Nascent,2015,South Africa,Johannesburg,African,Small and Medium Enterprises (SMEs) ,Solar Electrical Components
Gree Wave Group,https://greenwave.co.za/,Provider of energy management solutions and smart metering solutions,Undisclosed,,Energy Analytics,Nascent,2009,South Africa,Johannesburg,African,Commercial and Industrial (C&I) ,Energy monitoring systems for buildings 
Business Performance Associates,https://www.bspa.co.za/,Reduction in energy used for heating and cooling of buildings.,Undisclosed,,Energy Efficiency,Nascent,2001,South Africa,Johannesburg,African,Manufacturers,Energy Efficiency
Pikitup,http://www.pikitup.co.za/,Integrated waste management company,Undisclosed,,x,Nascent,2001,South Africa,Johannesburg,African,City councils ,Waste Management
DCI Projects,https://www.dciprojects.co.za/,Data Center Infrastructure and power backup solutions provider,Undisclosed,,Data Centres,Nascent,2010,South Africa,Johannesburg,African,Small and Medium Enterprises (SMEs) ,Data Centres
PowerX,http://www.powerx.energy/,Renewable energy trading platform,Undisclosed,,x,Nascent,2002,South Africa,Johannesburg,African,End consumers,Energy Trading
UVS,https://uvssa.co.za/,Data-driven precision agriculture solutions provider,Undisclosed,,Data Collection,Nascent,2018,South Africa,Johannesburg,African,Farmers,Data Collection
Emvelo Group,https://emvelo.co.za/,Developer of solar energy projects,Undisclosed,,x,Nascent,2006,South Africa,Johannesburg,African,Utilities ,Solar EPC
Lumo Energy,https://lumosenergy.co.za/,Developer of solar energy projects,Undisclosed,,Renewables Transition,Nascent,2019,South Africa,Johannesburg,African,End consumers,C&I solar
Solar Implement,https://solarimplement.co.za/,Solar PV power plant developers,Undisclosed,,x,Nascent,2015,South Africa,Johannesburg,African,Small and Medium Enterprises (SMEs) ,Solar Electrical Components
SolarParx,https://solarparx.com/,Solar project developer,Undisclosed,,x,Nascent,2015,South Africa,Johannesburg,African,Commercial and Industrial (C&I) ,Solar power generation
Smart Solar tech,https://smartsolartech.co.za/,Solar installation company,Undisclosed,,x,Nascent,2019,South Africa,Johannesburg,African,End consumers,Solar EPC
Susurate,https://susurate.com/,Provides data visualization & management services,Undisclosed,,Data Collection,Nascent,2019,South Africa,Johannesburg,African,Commercial and Industrial (C&I) ,Data Collection
Midwater,https://www.midwatersolve.com/,Provider of water & wastewater treatment solutions,Undisclosed,,x,Nascent,2012,Egypt,Cairo,African,Commercial and Industrial (C&I) ,Clean Water
Hospitalia,https://hospitalia.net/,Online platform to book home healthcare,Undisclosed,,Telemedicine,Nascent,2018,Egypt,Cairo,African,End consumers,Remote Diagnostics and Treatment
Alameda Health Care,http://www.alameda-hc.com/,Diversified healthcare group,Undisclosed,,x,Nascent,1999,Egypt,Cairo,African,End consumers,Hospitals
Access.mobile,https://www.accessmobile.io/,"access.mobile's HIPAA compliant web-based application, amHealth, enables tailored and optimized mobile communication. Adapted across mobile channels, amHealth automates insight-driven communication leveraging micro-segmentation and real-time feedback.",Seed,"240,000",Telemedicine,Nascent,2011,Kenya,Nairobi,African,End consumers,Mobile Health Info
Trella,https://www.trella.app/,Online marketplace for freight transportation services,Seed,"750,000",Smart Cities,Nascent,2018,Egypt,Cairo,African,Manufacturers,Shipping Software
Oceanhub Africa,https://www.oceanhub.africa/,Accelerate innovative impact-driven start-ups in Africa to protect our Oceans,Undisclosed,,Renewables Transition,Nascent,2019,South Africa,Cape Town,African,Small and Medium Enterprises (SMEs) ,Training
DataProphet,https://dataprophet.com/,AI-based solution for quality management,Series A,,Smart Cities,Nascent,2013,South Africa,Cape Town,African,Manufacturers,Predictive Analytics
Clevva,https://clevva.com/,Platform for building navigation and virtual advisors,Undisclosed,,Smart Cities,Nascent,2011,South Africa,Cape Town,African,Financial institutions ,Business Automation
